INDEX-Name-Age-Country-Height-Hair_Colour-YLA-CONF
0-#]Jeanne Wallace-86-CODE:MY-157-White-1-YES
863-#]Anthony Vo-53-CODE:JO-150-Blonde-1-YES
864-#]Joyce Brown-35-CODE:GH-180-White-1-YES
865-#]Lucille Phoenix-26-CODE:PG-157-Black-1-YES
866-#]Carl Green-24-CODE:MC-195-Brown-1-YES
867-#]Christina Culver-79-CODE:BN-142-Blonde-1-YES
868-#]John Wilson-47-CODE:GY-172-Brown-1-YES
869-#]Judy Karr-85-CODE:ID-166-Dyed-1-YES
870-#]Darlene Irvin-59-CODE:KZ-140-White-1-YES
871-#]Loretta Billingsley-35-CODE:MY-150-Dyed-1-YES
872-#]Eva Carter-87-CODE:AI-151-White-1-YES
873-#]Henry Folse-42-CODE:BA-155-Blonde-1-YES
874-#]Ray Bell-20-CODE:NZ-143-Brown-1-YES
875-#]Sandra Thomas-80-CODE:SH-196-Blonde-1-YES
876-#]Earl Mclean-80-CODE:SG-197-Dyed-1-YES
877-#]Stephanie Wilder-55-CODE:NG-157-Black-1-YES
878-#]Brendon Lynch-72-CODE:DZ-167-Dyed-1-YES
879-#]Timothy Lawson-21-CODE:LC-160-Dyed-1-YES
880-#]Michelle Kirkwood-76-CODE:BA-155-Brown-1-YES
881-#]Juan Hoffman-58-CODE:VI-175-Black-1-YES
882-#]John Cheatham-49-CODE:HU-140-Black-1-YES
883-#]Mathew Waterbury-21-CODE:CU-193-Black-1-YES
884-#]Emma Bowie-76-CODE:BI-194-Blonde-1-YES
885-#]Patricia Schupp-47-CODE:BS-166-Blonde-1-YES
886-#]Randy Polzin-19-CODE:SD-149-Brown-1-YES
887-#]James Lieu-22-CODE:JP-164-Black-1-YES
888-#]Mary Stolz-69-CODE:SG-180-White-1-YES
889-#]Pat Tibbs-45-CODE:SV-158-Black-1-YES
890-#]William Montgomery-60-CODE:PW-160-Blonde-1-YES
891-#]Leslie Hallford-36-CODE:UG-156-Brown-1-YES
892-#]David Mcfadden-43-CODE:CY-170-Black-1-YES
893-#]James Moore-27-CODE:GF-174-Black-1-YES
894-#]Kandy Newport-76-CODE:NU-157-White-1-YES
895-#]Carli Welsh-34-CODE:TP-187-Black-1-YES
896-#]Richard Harris-38-CODE:IT-166-Dyed-1-YES
897-#]Charles Roberts-70-CODE:CR-172-Black-1-YES
898-#]Ariel Frankenfield-83-CODE:VA-165-Ginger-1-YES
899-#]Arthur Hill-63-CODE:LS-146-Brown-1-YES
900-#]Elmer Fan-48-CODE:NO-159-Black-1-YES
901-#]Patrick Lashbrook-34-CODE:US-144-Dyed-1-YES
902-#]Isidro Merrill-70-CODE:LR-159-Black-1-YES
903-#]Robert Delvalle-27-CODE:TT-182-Black-1-YES
904-#]Charles Orcutt-34-CODE:PR-199-Dyed-1-YES
905-#]Lucille Nestor-61-CODE:SY-191-Ginger-1-YES
906-#]Daniel Emmons-51-CODE:CR-148-Black-1-YES
907-#]Francisca Guarnieri-26-CODE:VA-167-Black-1-YES
908-#]Jerry Landers-84-CODE:TM-163-Black-1-YES
909-#]Jen Walsh-29-CODE:FJ-153-Blonde-1-YES
910-#]Antoine Sharpe-62-CODE:CI-193-Black-1-YES
911-#]Zachary Springer-39-CODE:AG-184-Black-1-YES
912-#]Jessica Lewis-42-CODE:IT-195-Blonde-1-YES
913-#]Shirley Miller-66-CODE:US-140-Brown-1-YES
914-#]James Mcgowin-83-CODE:CO-188-Black-1-YES
915-#]Lena Schrader-31-CODE:ZR-156-Brown-1-YES
916-#]Lenora Schmidt-78-CODE:UG-175-Dyed-1-YES
917-#]John Campbell-74-CODE:TW-179-White-1-YES
918-#]John Hedin-64-CODE:AM-164-Ginger-1-YES
919-#]Miriam Gibson-52-CODE:KZ-147-Black-1-YES
920-#]Thaddeus Haine-55-CODE:CC-163-Dyed-1-YES
921-#]Barbara Conzemius-54-CODE:BD-148-Dyed-1-YES
922-#]John Scarnati-87-CODE:HR-195-Black-1-YES
923-#]Clifford Richardson-32-CODE:JM-199-Black-1-YES
924-#]Jennifer Butcher-22-CODE:TD-185-Dyed-1-YES
925-#]Penny Pettit-24-CODE:ES-178-White-1-YES
926-#]Nancy Frye-87-CODE:KW-147-Black-1-YES
927-#]Elaine Betz-39-CODE:FM-157-Brown-1-YES
928-#]Manuel Owens-75-CODE:LS-162-Black-1-YES
929-#]Michael Hansen-43-CODE:QA-153-Brown-1-YES
930-#]Heather Paquette-73-CODE:FO-165-Brown-1-YES
931-#]Dana Hooten-64-CODE:GM-156-Ginger-1-YES
932-#]Thomas Janus-70-CODE:PL-172-Blonde-1-YES
933-#]Tony Nielsen-25-CODE:PW-200-Black-1-YES
934-#]Brian Piacente-27-CODE:CK-179-Blonde-1-YES
935-#]Jack Beyer-55-CODE:GY-143-Black-1-YES
936-#]Thomas Collard-71-CODE:PY-186-Black-1-YES
937-#]Jon Wheeler-67-CODE:VI-144-Blonde-1-YES
938-#]Peter Emling-67-CODE:GR-149-Ginger-1-YES
939-#]Wilfred Meier-65-CODE:TR-182-Black-1-YES
940-#]Valerie King-20-CODE:BA-166-Black-1-YES
941-#]James Bryant-37-CODE:SK-185-Black-1-YES
942-#]William Sumpter-61-CODE:DO-157-Blonde-1-YES
943-#]Jessica Conner-62-CODE:MG-179-Blonde-1-YES
944-#]Thomas Dunbar-41-CODE:BW-152-Brown-1-YES
945-#]Joe Reyes-50-CODE:LT-162-Black-1-YES
946-#]Rafael Bouska-32-CODE:FI-160-White-1-YES
947-#]Francis Wood-28-CODE:EG-159-Brown-1-YES
948-#]Adrian Caple-23-CODE:PA-177-Blonde-1-YES
949-#]Pam Hyatt-37-CODE:LC-195-White-1-YES
950-#]Wendy Sanders-31-CODE:TD-168-Blonde-1-YES
951-#]Bessie Vincent-76-CODE:GF-161-White-1-YES
952-#]Curt Stout-29-CODE:KM-192-Blonde-1-YES
953-#]David Johnson-18-CODE:GT-193-Brown-1-YES
954-#]Linda Tutor-45-CODE:MN-183-Blonde-1-YES
955-#]Kristy Abramson-61-CODE:SO-173-Black-1-YES
956-#]Aaron Cooper-57-CODE:PA-179-Black-1-YES
957-#]Ross Pineda-56-CODE:AQ-160-Black-1-YES
958-#]Frank Eggimann-67-CODE:BZ-155-Brown-1-YES
959-#]Charlotte Ford-69-CODE:NI-190-Blonde-1-YES
960-#]Kandi Bauer-53-CODE:LU-163-Black-1-YES
961-#]Joella Sosa-56-CODE:NP-186-Dyed-1-YES
962-#]Jennifer Baca-87-CODE:CX-163-Brown-1-YES
963-#]Dana Mattingly-51-CODE:SV-172-Dyed-1-YES
964-#]Susan Mueller-29-CODE:BN-176-Black-1-YES
965-#]Billy Botts-32-CODE:MS-198-Black-1-YES
966-#]Arthur Raper-63-CODE:TG-146-Black-1-YES
967-#]Fredrick Jones-30-CODE:HR-144-Blonde-1-YES
968-#]Viola Morgan-55-CODE:DO-159-Brown-1-YES
969-#]Sharon Chapa-29-CODE:CN-167-Black-1-YES
970-#]Stephen Rahmani-74-CODE:BT-167-Blonde-1-YES
971-#]Carl Applegate-58-CODE:BI-141-Ginger-1-YES
972-#]Orlando Hudson-35-CODE:NE-161-Brown-1-YES
973-#]James Cantu-47-CODE:SG-149-Black-1-YES
974-#]Margaret Scholes-77-CODE:LS-160-Dyed-1-YES
975-#]Dustin Ward-37-CODE:SM-191-Black-1-YES
976-#]Nadine Weston-25-CODE:AS-188-Black-1-YES
977-#]Vernon Malone-74-CODE:BG-187-White-1-YES
978-#]Christine Beaulieu-81-CODE:AQ-170-White-1-YES
979-#]Maria Garcia-57-CODE:ET-146-Black-1-YES
980-#]Rosie Potts-42-CODE:AS-186-Blonde-1-YES
981-#]Bryan Lee-59-CODE:IE-178-Blonde-1-YES
982-#]Norman Wright-31-CODE:MH-196-White-1-YES
983-#]Pauline Mayhew-25-CODE:IR-199-Brown-1-YES
984-#]Larry Reid-32-CODE:CM-156-Black-1-YES
985-#]Rosie Powell-87-CODE:KR-140-Dyed-1-YES
986-#]Ann Opie-45-CODE:AN-177-Dyed-1-YES
987-#]Edward Holloway-70-CODE:CK-175-Dyed-1-YES
988-#]Thelma Crawford-64-CODE:BW-192-Black-1-YES
989-#]Lorena Whitney-66-CODE:MQ-193-Brown-1-YES
990-#]Charles Pogozelski-20-CODE:AR-154-Black-1-YES
991-#]Carletta Mobley-72-CODE:GH-198-Blonde-1-YES
992-#]Tommy Remick-80-CODE:HK-179-Brown-1-YES
993-#]Frederick Mcneal-46-CODE:AE-144-Black-1-YES
994-#]Austin Mcdonald-65-CODE:BN-198-White-1-YES
995-#]Mirna Boyle-60-CODE:KR-200-Blonde-1-YES
996-#]Patricia Talley-39-CODE:HK-196-Black-1-YES
997-#]Chad Stuart-55-CODE:BA-174-Blonde-1-YES
998-#]Kenneth Hoffman-45-CODE:ZA-187-White-1-YES
999-#]Andrew Zuckerman-62-CODE:PT-166-Black-1-YES
